"","ReleaseDate","SurveyId","MaxAgeWomen","FieldworkStart","MinAgeMen","ImplementingOrg","SurveyCharacteristicIds","SurveyType","SurveyYearLabel","IndicatorData","MinAgeWomen","SurveyYear","FieldworkEnd","DHS_CountryCode","NumberOfSamplePoints","CountryName","NumberOfWomen","SubregionName","MaxAgeMen","SurveyNum","SurveyStatus","NumberOfFacilities","UniverseOfMen","RegionName","UniverseOfWomen","Footnotes","PublicationDate","NumberofHouseholds","NumberOfMen"
"207","1989-07-01","MX1987DHS",49,"1987-02-01","","Dirección  General de Planificación Familiar/ Secretaría de Salud","16, 101, 20, 79","DHS","1987",1,15,"1987","1987-05-01","MX","","Mexico",9310,"Central America","",11,"Completed","","","Latin America & Caribbean","All Women","","1989-07-01",7786,""
"208","2006-09-01","MB2005DHS",49,"2005-06-01","15","Ministry of Health (MOH)/Center for Preventive Medicine","15, 10, 11, 14, 36, 34, 59, 69, 41, 16, 24, 21, 22, 26, 30, 6, 3, 101, 33, 60, 79, 93, 94","DHS","2005",1,15,"2005","2005-08-01","MB","400","Moldova",7440,"Eastern Europe","59",258,"Completed","","All Men","North Africa/West Asia/Europe","All Women","","2006-09-01",11095,"2508"
"209","1989-03-01","MA1987DHS",49,"1987-05-01","","Service des Etudes et de l'Information Sanitaire (SELS) du Ministère de la Santé Publique","10, 61, 101, 79","DHS","1987",1,15,"1987","1987-07-01","MA","212","Morocco",5982,"North Africa","",17,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","1989-03-01",6960,""
"210","1993-08-01","MA1992DHS",49,"1992-01-01","20","Ministère de la Santé Publique (Service des Etudes et de l'Information Sanitaire (SEIS)","1, 2, 11, 22, 101, 10","DHS","1992",1,15,"1992","1992-04-01","MA","212","Morocco",9256,"North Africa","",47,"Completed","212","All Men","North Africa/West Asia/Europe","All Women","","1993-08-01",6577,"1336"
"211","2005-03-01","MA2003DHS",49,"2003-10-01","","Ministère de la Santé, Direction de la Planification et des Ressources Financières, Division de la Planification et des Études, Service des Etudes et de l’Information Sanitaire – SEIS","21, 10, 34, 79, 69, 1, 22, 17, 86, 101, 26","DHS","2003-04",1,15,"2003","2004-02-01","MA","480","Morocco",16798,"North Africa","",214,"Completed","","","North Africa/West Asia/Europe","All Women","The Morocco Survey will be a collaboration between MEASURE DHS+ and PAPFAM of the League of the Arab States","2005-03-01",11513,""
"212","1998-09-01","MZ1997DHS",49,"1997-03-01","15","National Statistical Institute (INE)","11, 21, 24, 1, 10, 101","DHS","1997",1,15,"1997","1997-07-01","MZ","","Mozambique",8779,"Eastern Africa","64",105,"Completed","","All Men","Sub-Saharan Africa","All Women","","1998-09-01",9282,"2335"
"213","2005-01-01","MZ2003DHS",49,"2003-08-01","15","National Statistical Institute (INE)","21, 1, 34, 11, 59, 101, 57, 14, 33, 22, 3, 24, 10","DHS","2003",1,15,"2003","2004-01-01","MZ","604","Mozambique",12418,"Eastern Africa","64",174,"Completed","","All Men","Sub-Saharan Africa","All Women","","2005-01-01",12315,"2900"
"214","2010-12-01","MZ2009AIS",64,"2009-06-01","15","Ministerio da Saúde, Instituto Nacional de Saúde (INS), Central Hospital, Instituto Nacional de Estatística (INE)","11, 81, 79, 24, 21, 23, 26, 101, 59, 33, 104","AIS","2009",1,15,"2009","2009-09-01","MZ","270","Mozambique",6413,"Eastern Africa","64",322,"Completed","","All Men","Sub-Saharan Africa","All Women","Completed interviews for adolescents 12-14 years: 1,900; Completed interviews for caregivers of children 0-11 years: 5,226; MZOD51*.ZIP: Adolescents and Caregivers of Children Questionnaires.","2010-11-01",6097,"4799"
"215","2013-05-02","MZ2011DHS",49,"2011-06-01","15","Instituto Nacional de Estatística (INE)","41, 11, 6, 10, 1, 26, 87, 79, 69, 70, 33, 31, 24, 21, 14, 57, 59, 20, 22, 17, 34, 13, 3, 90, 89","DHS","2011",1,15,"2011","2011-11-01","MZ","611","Mozambique",13745,"Eastern Africa","64",362,"Completed","","All Men","Sub-Saharan Africa","All Women","","2013-03-01",13919,"4035"
"216","2018-02-26","MZ2015AIS",59,"2015-05-01","15","The Instituto Nacional de Saúde (INS) ","24, 81, 83, 91, 41, 47, 11, 51, 6, 92, 89, 78, 3, 21, 23, 82, 84, 79, 26, 104","AIS","2015",1,15,"2015","2015-09-01","MZ","307","Mozambique",7749,"Eastern Africa","59",467,"Completed","","All Men","Sub-Saharan Africa","All Women","","2018-02-01",7169,"5283"
"217","2019-07-19","MZ2018MIS",49,"2018-04-01","","Instituto Nacional de Saúde (INS, the National Health Institute)","41, 70, 89, 57","MIS","2018",1,15,"2018","2018-06-01","MZ","224","Mozambique",6184,"Eastern Africa","",527,"Completed","","","Sub-Saharan Africa","All Women","","2019-04-01",6196,""
"218","2017-03-23","MM2016DHS",49,"2015-12-01","15","The Department of Health Planning under the Ministry of Health","22, 79, 92, 26, 24, 21, 3, 36, 67, 80, 15, 41, 78, 11, 6, 1, 57","DHS","2015-16",1,15,"2016","2016-07-01","MM","442","Myanmar",12885,"Southeast Asia","49",454,"Completed","","All Men","South & Southeast Asia","All Women","","2017-03-01",12500,"4737"
"219","1993-05-01","NM1992DHS",49,"1992-07-01","","Ministry of Health and Social Services","1, 10, 61, 101, 74","DHS","1992",1,15,"1992","1992-11-01","NM","","Namibia",5421,"Southern Africa","",48,"Completed","","","Sub-Saharan Africa","All Women","","1993-05-01",4101,""
"220","2003-10-01","NM2000DHS",49,"2000-09-01","15","Ministry of Health and Social Services","31, 24, 79, 26, 21, 10, 14, 11, 1, 101, 3, 57, 33","DHS","2000",1,15,"2000","2000-12-01","NM","260","Namibia",6755,"Southern Africa","59",205,"Completed","","All Men","Sub-Saharan Africa","All Women","","2003-10-01",6392,"2954"
"221","2008-10-22","NM2006DHS",49,"2006-11-01","15","Ministry of Health and Social Services (MOHSS)","24, 21, 33, 10, 31, 26, 11, 20, 37, 17, 36, 34, 13, 57, 3, 59, 8, 79, 22, 1, 88, 69, 101","DHS","2006-07",1,15,"2006","2007-03-01","NM","500","Namibia",9804,"Southern Africa","49",284,"Completed","","All Men","Sub-Saharan Africa","All Women","Although testing salt for iodine appears in the household questionnare, it was not implemented.","2008-08-01",9200,"3915"
"222","2014-12-18","NM2013DHS",49,"2013-05-01","15","Ministry of Health and Social Services (MOHSS)","57, 43, 46, 79, 26, 87, 31, 41, 10, 6, 1, 75, 76, 77, 23, 33, 15, 68, 63, 38, 24, 21, 20, 22, 17, 36, 13, 3, 101, 104, 11, 59, 34, 14","DHS","2013",1,15,"2013","2013-09-01","NM","554","Namibia",9176,"Southern Africa","64",363,"Completed","","All Men","Sub-Saharan Africa","All Women","An additional 842 Women Age: 50 to 64 were interviewed in 1/2 of the selected households.","2014-09-01",9849,"4481"
"223","1997-03-01","NP1996DHS",49,"1996-01-01","","Ministry of Health/New ERA","1, 10, 14, 21, 16, 30, 94, 101, 3","DHS","1996",1,15,"1996","1996-06-01","NP","","Nepal",8429,"South Asia","",86,"Completed","","","South & Southeast Asia","Ever Married Women","","1997-03-01",8082,""
"224","2002-04-01","NP2001DHS",49,"2001-01-01","15","Ministry of Health/New ERA","30, 16, 10, 20, 26, 101, 33, 3, 21, 11, 13, 79, 94","DHS","2001",1,15,"2001","2001-06-01","NP","251","Nepal",8726,"South Asia","59",202,"Completed","","Ever Married Men","South & Southeast Asia","Ever Married Women","","2002-04-01",8602,"2261"
"225","2007-05-01","NP2006DHS",49,"2006-02-01","15","New ERA","30, 36, 34, 79, 9, 60, 94, 41, 16, 24, 21, 15, 10, 31, 22, 32, 26, 11, 20, 13, 1, 101, 61, 3, 33, 57","DHS","2006",1,15,"2006","2006-08-01","NP","260","Nepal",10793,"South Asia","59",268,"Completed","","All Men","South & Southeast Asia","All Women","","2007-05-01",8707,"4397"
"226","2012-03-27","NP2011DHS",49,"2011-01-01","15","New ERA","41, 16, 26, 10, 24, 79, 31, 32, 30, 21, 14, 11, 20, 22, 17, 34, 6, 60, 94, 33, 57, 70, 13, 3","DHS","2011",1,15,"2011","2011-06-01","NP","289","Nepal",12674,"South Asia","49",356,"Completed","","All Men","South & Southeast Asia","All Women","","2012-03-01",10826,"4121"
"227","2017-11-13","NP2016DHS",49,"2016-06-01","15","New ERA","6, 31, 14, 20, 17, 34, 36, 13, 9, 60, 3, 22, 30, 11, 41, 10, 70, 1, 16, 43, 68, 79, 24, 107, 26, 21, 92, 57","DHS","2016",1,15,"2016","2017-01-01","NP","383","Nepal",12862,"South Asia","49",472,"Completed","","All Men","South & Southeast Asia","All Women","","2017-11-01",11040,"4063"
"228","2023-06-23","NP2022DHS",49,"2022-01-01","15","New ERA","11, 70, 134, 16, 33, 22, 76, 69, 24, 20, 60, 34, 110, 85, 6, 114, 41, 10, 31, 43, 79, 92, 39, 26, 21, 14, 30, 94, 36, 3, 103, 107","DHS","2022",1,15,"2022","2022-06-01","NP","476","Nepal",14845,"South Asia","49",585,"Completed","","All Men","South & Southeast Asia","All Women","","2023-06-15",13786,"4913"
"229","1999-04-01","NC1998DHS",49,"1997-12-01","15","Inst. Nacional de Estadisticas y Censos","6, 21, 24, 11, 22, 10, 60, 14, 3, 101, 33","DHS","1998",1,15,"1998","1998-05-01","NC","","Nicaragua",13634,"Central America","59",112,"Completed","","All Men","Latin America & Caribbean","All Women","","1999-04-01",11528,"2912"
"230","2002-10-01","NC2001DHS",49,"2001-09-01","","Instituto Nacional De Estadisticas Y Censos (INEC)","24, 38, 69, 31, 5, 79, 85, 60, 101, 33, 3, 22, 21, 10, 32","DHS","2001",1,15,"2001","2001-12-01","NC","610","Nicaragua",13060,"Central America","",204,"Completed","","","Latin America & Caribbean","All Women","","2002-10-01",11328,""
"231","1993-09-01","NI1992DHS",49,"1992-03-01","","Direction de la Statistique et des Comptes Nationaux","1, 2, 12, 11, 10, 26, 101, 74","DHS","1992",1,15,"1992","1992-06-01","NI","235","Niger",6503,"Western Africa","",53,"Completed","235","Husbands","Sub-Saharan Africa","All Women","","1993-09-01",5242,"1570"
"232","1998-12-12","NI1998DHS",49,"1998-03-01","15","Care International","2, 4, 11, 21, 24, 26, 101, 10, 3","DHS","1998",1,15,"1998","1998-07-01","NI","268","Niger",7577,"Western Africa","59",99,"Completed","268","All Men","Sub-Saharan Africa","All Women","","1998-12-12",5928,"3542"
"233","2007-02-01","NI2006DHS",49,"2006-01-01","15","Direction de la Statistique et des Comptes Nationaux DSCN, Direction Général de l'Institut National de la Statistique","1, 24, 21, 23, 15, 10, 31, 22, 14, 11, 20, 5, 4, 57, 59, 41, 101, 39, 104, 26, 33, 3, 79","DHS","2006",1,15,"2006","2006-05-01","NI","345","Niger",9223,"Western Africa","59",277,"Completed","","All Men","Sub-Saharan Africa","All Women","","2007-02-01",7660,"3549"
"234","2014-01-02","NI2012DHS",49,"2012-02-01","15","Institut National de la Statistique (INS)","57, 16, 11, 69, 101, 104, 15, 41, 10, 67, 39, 24, 21, 23, 22, 5, 4, 1, 26, 3, 79","DHS","2012",1,15,"2012","2012-06-01","NI","480","Niger",11160,"Western Africa","59",407,"Completed","","All Men","Sub-Saharan Africa","All Women","","2013-09-01",10750,"3928"
"235","2023-02-28","NI2021MIS",49,"2021-08-01","","Institut National de la Statistiques","106, 70, 92, 26, 57, 41, 89","MIS","2021",1,15,"2021","2021-10-01","NI","","Niger",5795,"Western Africa","",575,"Completed","","","Sub-Saharan Africa","All Women","","2023-02-15",4729,""
"236","1992-04-01","NG1990DHS",49,"1990-04-01","","Federal Office of Statistics","2, 10, 26, 101","DHS","1990",1,15,"1990","1990-10-01","NG","","Nigeria",8781,"Western Africa","",32,"Completed","184","","Sub-Saharan Africa","All Women","","1992-04-01",8999,""
"237","2004-04-01","NG2003DHS",49,"2003-03-01","15","The National Population Commission","11, 4, 24, 14, 34, 79, 21, 26, 101, 57, 33, 10, 3","DHS","2003",1,15,"2003","2003-08-01","NG","362","Nigeria",7620,"Western Africa","59",223,"Completed","","All Men","Sub-Saharan Africa","All Women","","2004-04-01",7225,"2346"
"238","2009-11-24","NG2008DHS",49,"2008-06-01","15","National Population Commission","88, 37, 11, 6, 4, 57, 31, 14, 17, 33, 34, 26, 69, 10, 3, 59, 22, 101, 36, 39, 20, 13, 24, 21, 8, 1, 79","DHS","2008",1,15,"2008","2008-10-01","NG","888","Nigeria",33385,"Western Africa","59",302,"Completed","","All Men","Sub-Saharan Africa","All Women","","2009-11-01",34070,"15486"
"239","2012-02-27","NG2010MIS",49,"2010-10-01","","National Population Commission (NPC) and the National Malaria Control Programme (NMCP)","10, 26, 79, 101, 8, 41, 90, 89, 57","MIS","2010",1,15,"2010","2010-12-01","NG","240","Nigeria",6344,"Western Africa","",392,"Completed","","","Sub-Saharan Africa","All Women","","2012-01-01",5895,""
"240","2014-06-16","NG2013DHS",49,"2013-02-01","15","National Population Commission (NPC)","57, 8, 6, 26, 10, 37, 22, 69, 34, 4, 1, 3, 20, 24, 21, 88, 11, 101, 31, 33, 59, 79","DHS","2013",1,15,"2013","2013-06-01","NG","904","Nigeria",38948,"Western Africa","49",438,"Completed","","All Men","Sub-Saharan Africa","All Women","","2014-06-01",38522,"17359"
"241","2016-11-07","NG2015MIS",49,"2015-10-01","","The National Malaria Elimination Program (NMEP), the National Population Commission (NPopC), and the National Bureau of Statistics (NBS) ","92, 41, 70, 26, 79, 90, 89, 8, 57","MIS","2015",1,15,"2015","2015-11-01","NG","333","Nigeria",8034,"Western Africa","",474,"Completed","","","Sub-Saharan Africa","All Women","","2016-08-01",7745,""
"242","2019-11-05","NG2018DHS",49,"2018-08-01","15","National Population Commission (NPC)","90, 95, 92, 24, 21, 34, 22, 70, 41, 89, 14, 39, 6, 1, 4, 11, 10","DHS","2018",1,15,"2018","2018-12-01","NG","1400","Nigeria",41821,"Western Africa","59",528,"Completed","","All Men","Sub-Saharan Africa","All Women","","2019-10-01",40427,"13311"
"243","2022-11-20","NG2021MIS",49,"2021-10-01","","National Malaria Elimination Program
National Population Commission","70, 106, 41, 92, 57, 124, 119, 89, 26, 90","MIS","2021",1,15,"2021","2021-12-01","NG","568","Nigeria",14476,"Western Africa","",576,"Completed","","","Sub-Saharan Africa","All Women","","2022-11-15",13727,""
"244","1992-07-01","PK1991DHS",49,"1990-12-01","","The National Institute of Population Studies (NIPS)","10, 11, 12, 101, 74","DHS","1990-91",1,15,"1991","1991-05-01","PK","408","Pakistan",6611,"South Asia","",34,"Completed","","Husbands","South & Southeast Asia","Ever Married Women","","1992-07-01",7193,"1354"
"245","2008-07-18","PK2006DHS",49,"2006-09-01","","The National Institute of Population Studies (NIPS)","57, 39, 36, 16, 8, 101, 26, 1, 9, 79","DHS","2006-07",1,15,"2006","2007-02-01","PK","1000","Pakistan",10023,"South Asia","",273,"Completed","","","South & Southeast Asia","Ever Married Women","PKOD52.ZIP: Other Data - This comes from the Community Questionnaire.","2008-06-01",95441,""
"246","2014-01-22","PK2012DHS",49,"2012-10-01","15","National Institute of Population Studies (NIPS)","6, 10, 22, 30, 60, 33, 24, 21, 11, 20, 36, 34, 13, 3, 16, 31, 17, 26, 57, 78, 79","DHS","2012-13",1,15,"2012","2013-04-01","PK","500","Pakistan",13558,"South Asia","49",419,"Completed","","Ever Married Men","South & Southeast Asia","Ever Married Women","A couples dataset could not be generated since the household line number of the wife/partner (used to create variable MV034 and to link the man with his wife/partner) was not recorded in the Man’s Questionnaire.","2013-12-01",12943,"3134"
"247","2019-02-25","PK2017DHS",49,"2017-11-01","15","The National Institute of Population Studies (NIPS) ","30, 16, 10, 78, 11, 6, 31, 85, 92, 26, 60, 2, 79, 34, 22","DHS","2017-18",1,15,"2017","2018-04-01","PK","580","Pakistan",15068,"South Asia","49",523,"Completed","","Ever Married Men","South & Southeast Asia","Ever Married Women","National figures and background characteristics of the 2017-18 PDHS excludes Azad Jammu and Kashmir and Gilgit Baltistan regions. As the 2012-13 PDHS included Gilgit Baltistan, trend analysis should be done with caution.","2019-01-01",14540,"3691"
"248","2019-11-25","PG2017DHS",49,"2016-10-01","15","National Statistical Office, Papua New Guinea","10, 11, 6, 1, 74, 31, 22, 79, 69, 24, 21, 14, 59, 20, 17, 34, 13, 57, 60, 3, 101, 107, 110","DHS","2016-18",1,15,"2017","2018-12-01","PG","800","Papua New Guinea",15198,"Pacific Islands","49",499,"Completed","","All Men","Oceania","All Women","","2019-11-01",16021,"7333"
"249","1991-02-01","PY1990DHS",49,"1990-05-01","","Centro Paraguayo de Estudios de Población","22, 60, 10, 101, 17","DHS","1990",1,15,"1990","1990-08-01","PY","","Paraguay",5827,"South America","",33,"Completed","","","Latin America & Caribbean","All Women","","1991-02-01",5683,""
"250","1988-04-01","PE1986DHS",49,"1986-09-01","","Instituto Nacional de Estadistica e Informática","101","DHS","1986",1,15,"1986","1986-12-01","PE","","Peru",4999,"South America","",6,"Completed","","","Latin America & Caribbean","All Women","","1988-04-01",4497,""
"251","1992-09-01","PE1992DHS",49,"1991-10-01","","Instituto Nacional de Estadistica e Informática","69, 10, 1, 22, 101, 60, 74","DHS","1991-92",1,15,"1992","1992-03-01","PE","","Peru",15882,"South America","",44,"Completed","","","Latin America & Caribbean","All Women","","1992-09-01",13479,""
"252","1997-06-01","PE1996DHS",49,"1996-08-01","15","Inst. Nacional de Estadistica e Informática","21, 24, 15, 69, 41, 11, 22, 10, 1, 101, 3, 60","DHS","1996",1,15,"1996","1996-11-01","PE","","Peru",28951,"South America","59",88,"Completed","","All Men","Latin America & Caribbean","All Women","","1997-06-01",28122,"2487"
"253","2001-06-01","PE2000DHS",49,"2000-07-01","","Instituto Nacional de Estadistica e Informática","6, 10, 15, 21, 24, 22, 20, 1, 3, 16, 73, 26, 79, 69, 101, 14, 41, 31, 33","DHS","2000",1,15,"2000","2000-11-01","PE","1414","Peru",27843,"South America","",176,"Completed","","","Latin America & Caribbean","All Women","","2001-06-01",28900,""
"254","2005-11-01","PE2004DHS",49,"2003-12-01","","Instituto Nacional de Estadistica e Informatica (INEI)","1, 31, 57, 60, 79, 34, 36, 33, 73, 101, 24, 22, 20, 6, 69, 16, 21, 26, 13, 3, 15, 41, 10","DHS","2004-06",1,15,"2004","2006-12-01","PE","","Peru",19090,"South America","",228,"Completed","","","Latin America & Caribbean","All Women","Continuous survey, with 5 cycles.  The data include cycles 1 through 5.","2005-11-01",20440,""
"255","2010-02-26","PE2007DHS",49,"2007-01-01","","Instituto Nacional de Estadistica e Informatica (INEI)","41, 10, 24, 21, 6, 22, 79, 16, 1, 26, 73, 69, 14, 33, 70, 3","DHS","2007-08",1,15,"2007","2008-10-01","PE","722","Peru",22558,"South America","",447,"Completed","","","Latin America & Caribbean","All Women","Continuous survey, with 5 cycles.  The data include cycles 1 through 5.","2009-10-01",25633,""
"256","2010-05-13","PE2009DHS",49,"2009-03-01","","Instituto Nacional de Estadistica e Informatica (INEI)","79, 16, 26, 33, 15, 41, 10, 31, 22, 32, 24, 21, 14, 20, 36, 34, 13, 5, 6, 1, 60, 3, 73, 70, 69, 75, 76, 57","DHS","2009",1,15,"2009","2009-11-01","PE","1132","Peru",24212,"South America","",334,"Completed","","","Latin America & Caribbean","All Women","","2010-05-01",26988,""
"257","2011-06-08","PE2010DHS",49,"2010-03-01","","Instituto Nacional de Estadística e Informática (INEI)","79, 16, 22, 26, 5, 33, 15, 31, 43, 68, 67, 32, 20, 34, 36, 13, 1, 60, 3, 41, 10, 24, 21, 6, 73, 69, 70, 75, 76, 57","DHS","2010",1,15,"2010","2010-12-01","PE","1132","Peru",22947,"South America","",426,"Completed","","","Latin America & Caribbean","All Women","","2011-05-01",26605,""
"258","2012-06-05","PE2011DHS",49,"2011-03-01","","Instituto Nacional de Estadística e Informática (INEI)","33, 41, 10, 31, 68, 63, 32, 24, 21, 14, 20, 17, 36, 34, 13, 6, 1, 3, 79, 16, 69, 26, 5, 43, 72, 67, 22, 70, 75, 76, 73, 57","DHS","2011",1,15,"2011","2011-12-01","PE","1132","Peru",22517,"South America","",433,"Completed","","","Latin America & Caribbean","All Women","","2012-05-01",26528,""
"259","2013-05-07","PE2012DHS",49,"2012-03-01","","Instituto Nacional de Estadística e Informática (INEI)","79, 16, 1, 26, 34, 15, 41, 10, 38, 24, 21, 20, 36, 6, 3, 37, 22, 17, 14, 69, 73, 67, 33, 70, 5, 43, 68, 32","DHS","2012",1,15,"2012","2012-12-01","PE","1426","Peru",23888,"South America","",434,"Completed","","","Latin America & Caribbean","All Women","","2013-04-01",27218,""
"260","1994-05-01","PH1993DHS",49,"1993-03-01","","National Statistics Office","22, 16, 30, 2, 1, 101","DHS","1993",1,15,"1993","1993-05-01","PH","","Philippines",15029,"Southeast Asia","",61,"Completed","744","","South & Southeast Asia","All Women","","1994-05-01",12995,""
"261","1999-01-01","PH1998DHS",49,"1998-02-01","","The National Statistics Office, Department of Health","1, 14, 22, 36, 69, 30, 101, 16, 38, 17, 3, 20, 13, 60, 76","DHS","1998",1,15,"1998","1998-04-01","PH","","Philippines",13983,"Southeast Asia","",111,"Completed","","","South & Southeast Asia","All Women","PHOD3A*.ZIP - Health Module Questionnaire","1999-01-01",12407,""
"262","2004-10-01","PH2003DHS",49,"2003-06-01","15","National Statistics Office","24, 21, 26, 13, 36, 34, 16, 69, 11, 68, 101, 33, 77, 63, 22, 30, 75, 76, 38, 3","DHS","2003",1,15,"2003","2003-09-01","PH","819","Philippines",13633,"Southeast Asia","54",227,"Completed","","All Men","South & Southeast Asia","All Women","","2004-10-01",12586,"4766"
"263","2010-01-21","PH2008DHS",49,"2008-08-01","","The National Statistics Office","24, 21, 30, 26, 33, 34, 6, 16, 3, 20, 69, 101, 36, 38, 79","DHS","2008",1,15,"2008","2008-09-01","PH","794","Philippines",13594,"Southeast Asia","",298,"Completed","","","South & Southeast Asia","All Women","","2009-12-01",12469,""
"264","2014-09-09","PH2013DHS",49,"2013-08-01","","National Statistical Office (NSO)","16, 38, 75, 76, 77, 68, 63, 36, 79, 87, 101, 33, 6, 69, 34, 30, 24, 21, 3, 86, 94","DHS","2013",1,15,"2013","2013-09-01","PH","800","Philippines",16155,"Southeast Asia","",436,"Completed","","","South & Southeast Asia","All Women","","2014-08-01",14804,""
"265","2018-10-03","PH2017DHS",49,"2017-08-01","","The Philippine Statistics Authority (PSA)","24, 69, 33, 38, 86, 30, 60, 21, 92, 87, 70, 6, 94","DHS","2017",1,15,"2017","2017-10-01","PH","1250","Philippines",25074,"Southeast Asia","",510,"Completed","","","South & Southeast Asia","All Women","","2018-10-01",27496,""
"266","2023-06-05","PH2022DHS",49,"2022-05-01","","Philippines Statistics Authority (PSA)","67, 80, 108, 6, 87, 134, 16, 33, 31, 22, 70, 76, 79, 92, 26, 69, 24, 21, 20, 60, 30, 34, 3","DHS","2022",1,15,"2022","2022-06-01","PH","1250","Philippines",27821,"Southeast Asia","",603,"Completed","","","South & Southeast Asia","All Women","","2023-06-15",30372,""
"267","1994-02-01","RW1992DHS",49,"1992-06-01","","Office National de la Population","12, 10, 11, 101","DHS","1992",1,15,"1992","1992-10-01","RW","201","Rwanda",6551,"Eastern Africa","",43,"Completed","","Husbands","Sub-Saharan Africa","All Women","","1994-02-01",6252,"598"
"268","2001-09-01","RW2000DHS",49,"2000-06-01","15","Office National de la Population","1, 57, 21, 24, 10, 22, 26, 101, 3, 33, 14, 11, 79","DHS","2000",1,15,"2000","2000-08-01","RW","443","Rwanda",10421,"Eastern Africa","59",165,"Completed","","All Men","Sub-Saharan Africa","All Women","","2001-09-01",9696,"2717"
"269","2006-07-01","RW2005DHS",49,"2005-02-01","15","Department of Statistics, in the Ministry of Economics (MINECOFIN)","24, 21, 23, 15, 10, 11, 6, 26, 22, 59, 34, 33, 39, 14, 41, 37, 69, 101, 57, 104, 1, 3, 79","DHS","2005",1,15,"2005","2005-07-01","RW","462","Rwanda",11321,"Eastern Africa","59",252,"Completed","","All Men","Sub-Saharan Africa","All Women","","2006-07-01",10272,"4820"
"270","2009-07-16","RW2008DHS",49,"2007-12-01","15","National Institute of Statistics of Rwanda (NISR)","11, 41, 69, 26, 15, 59, 20, 13, 101, 57, 79, 90, 89","DHS","2007-08",1,15,"2008","2008-04-01","RW","250","Rwanda",7313,"Eastern Africa","59",323,"Completed","","All Men","Sub-Saharan Africa","All Women","A couples dataset could not be generated since the household line number of the wife/partner (used to create variable MV034 and to link the man with his wife/partner) was not recorded in the Man’s Questionnaire.","2009-04-01",7377,"6837"
"271","2012-03-13","RW2010DHS",49,"2010-09-01","15","National Institute of Statistics of Rwanda and The Ministry of Health","41, 23, 10, 31, 1, 3, 6, 5, 20, 59, 87, 32, 14, 69, 79, 101, 11, 26, 38, 24, 21, 57, 104, 22, 17, 34, 13, 90, 89","DHS","2010",1,15,"2010","2011-03-01","RW","492","Rwanda",13671,"Eastern Africa","59",364,"Completed","","All Men","Sub-Saharan Africa","All Women","","2012-02-01",12540,"6329"
"272","2014-05-22","RW2013MIS",49,"2013-02-01","","Malaria and Other Parasitic Disease Department (MOPDD) of the Ministry of Health (MOH)","57, 101","MIS","2013",1,15,"2013","2013-04-01","RW","159","Rwanda",5135,"Eastern Africa","",449,"Completed","","","Sub-Saharan Africa","All Women","","2014-04-01",4766,""
"273","2016-05-09","RW2015DHS",49,"2014-11-01","15","NIRS will be the implementing agency for the survey in collaboration with MOH.","31, 57, 8, 59, 20, 17, 13, 81, 26, 69, 34, 14, 33, 90, 89, 22, 32, 24, 21, 23, 101, 15, 41, 10, 11, 36, 6, 1, 3, 79, 80","DHS","2014-15",1,15,"2015","2015-04-01","RW","492","Rwanda",13497,"Eastern Africa","59",468,"Completed","","All Men","Sub-Saharan Africa","All Women","","2016-03-01",12699,"6217"
"274","2018-09-07","RW2017MIS",49,"2017-10-01","","Ministry Of Health (Malaria and Other Parasitic Diseases Division)","89, 92, 90, 57, 101","MIS","2017",1,15,"2017","2017-11-01","RW","170","Rwanda",5022,"Eastern Africa","",540,"Completed","","","Sub-Saharan Africa","All Women","","2018-07-01",5041,""
"275","2021-10-04","RW2019DHS",49,"2019-11-01","15","National Institute of Statistics of Rwanda (NISR)","20, 41, 10, 70, 80, 69, 24, 21, 23, 90, 89, 11, 64, 85, 6, 1, 100, 104, 16, 33, 31, 22, 76, 79, 92, 26, 14, 57, 59, 60, 34, 3, 122, 124, 130, 65, 132, 127, 129","DHS","2019-20",1,15,"2019","2020-07-01","RW","500","Rwanda",14634,"Eastern Africa","59",554,"Completed","","All Men","Sub-Saharan Africa","All Women","","2021-09-15",12949,"6513"
"276","2010-09-23","ST2008DHS",49,"2008-09-01","15","Instituto Nacional Estadistica (INE)","15, 41, 10, 31, 24, 21, 23, 11, 79, 22, 57, 69, 101, 14, 33, 47, 6, 1, 3, 104","DHS","2008-09",1,15,"2008","2009-01-01","ST","104","Sao Tome and Principe",2615,"Middle Africa","59",318,"Completed","","All Men","Sub-Saharan Africa","All Women","","2010-07-01",3536,"2296"
"277","1988-03-01","SN1986DHS",49,"1986-04-01","","Ministere de l’Economie et des Finances","79, 10, 101","DHS","1986",1,15,"1986","1986-07-01","SN","","Senegal",4415,"Western Africa","",3,"Completed","","","Sub-Saharan Africa","All Women","","1988-03-01",3736,""
"278","1994-04-01","SN1993DHS",49,"1992-11-01","20","Ministère de l'Économie, des Finances et du Plan Direction de la Prévision et de la Statistique","1, 2, 11, 21, 26, 10, 101","DHS","1992-93",1,15,"1993","1993-08-01","SN","","Senegal",6310,"Western Africa","",46,"Completed","258","All Men","Sub-Saharan Africa","All Women","","1994-04-01",3528,"1436"
"279","1997-12-01","SN1997DHS",49,"1997-01-01","20","Ministère de l'Économie, des Finances et du Plan ","11, 21, 26, 101","DHS","1997",1,15,"1997","1997-04-01","SN","320","Senegal",8593,"Western Africa","",81,"Completed","","All Men","Sub-Saharan Africa","All Women","","1997-12-01",4772,"4306"
