"","FileFormat","FileSize","DatasetType","SurveyNum","SurveyId","FileType","FileDateLastModified","SurveyType","SurveyYearLabel","SurveyYear","DHS_CountryCode","FileName","CountryName"
"12646","SAS dataset (.sas7bdat) ",1414845,"SPA Datasets",269,"TZ2006SPA","Provider","September, 02 2016 12:59:49","SPA","2006","2006","TZ","TZPV5ASDSR.ZIP","Tanzania"
"12647","SPSS dataset (.sav)",258394,"SPA Datasets",269,"TZ2006SPA","Provider","June, 17 2016 13:45:43","SPA","2006","2006","TZ","TZPV5ASVSP.ZIP","Tanzania"
"12648","SPSS dataset (.sav)",1352173,"SPA Datasets",269,"TZ2006SPA","Provider","April, 26 2016 16:12:46","SPA","2006","2006","TZ","TZPV5ASVSR.ZIP","Tanzania"
"12649","Flat ASCII data (.dat)",1119296,"SPA Datasets",269,"TZ2006SPA","Unit Check List","April, 26 2016 16:12:53","SPA","2006","2006","TZ","TZCL5AFLSR.ZIP","Tanzania"
"12650","SAS dataset (.sas7bdat) ",1118852,"SPA Datasets",269,"TZ2006SPA","Unit Check List","September, 02 2016 12:59:41","SPA","2006","2006","TZ","TZCL5ASDSR.ZIP","Tanzania"
"12651","SPSS dataset (.sav)",23699,"SPA Datasets",269,"TZ2006SPA","Unit Check List","June, 17 2016 13:45:44","SPA","2006","2006","TZ","TZCL5ASVSP.ZIP","Tanzania"
"12652","Stata dataset (.dta)",28068,"SPA Datasets",269,"TZ2006SPA","TB data","June, 17 2016 13:45:48","SPA","2006","2006","TZ","TZTB5ADTSP.ZIP","Tanzania"
"12653","Stata dataset (.dta)",1135108,"SPA Datasets",269,"TZ2006SPA","TB data","April, 26 2016 16:12:52","SPA","2006","2006","TZ","TZTB5ADTSR.ZIP","Tanzania"
"12654","Flat ASCII data (.dat)",32303,"SPA Datasets",269,"TZ2006SPA","TB data","June, 17 2016 13:45:51","SPA","2006","2006","TZ","TZTB5AFLSP.ZIP","Tanzania"
"12655","Flat ASCII data (.dat)",1141768,"SPA Datasets",269,"TZ2006SPA","TB data","April, 26 2016 16:12:55","SPA","2006","2006","TZ","TZTB5AFLSR.ZIP","Tanzania"
"12656","SAS dataset (.sas7bdat) ",32102,"SPA Datasets",269,"TZ2006SPA","TB data","September, 02 2016 12:59:53","SPA","2006","2006","TZ","TZTB5ASDSP.ZIP","Tanzania"
"12657","SAS dataset (.sas7bdat) ",1140619,"SPA Datasets",269,"TZ2006SPA","TB data","September, 02 2016 12:59:54","SPA","2006","2006","TZ","TZTB5ASDSR.ZIP","Tanzania"
"12658","SPSS dataset (.sav)",32220,"SPA Datasets",269,"TZ2006SPA","TB data","June, 17 2016 13:45:44","SPA","2006","2006","TZ","TZTB5ASVSP.ZIP","Tanzania"
"12659","SPSS dataset (.sav)",1141568,"SPA Datasets",269,"TZ2006SPA","TB data","April, 26 2016 16:12:47","SPA","2006","2006","TZ","TZTB5ASVSR.ZIP","Tanzania"
"12660","Stata dataset (.dta)",223003,"SPA Datasets",269,"TZ2006SPA","Sick Child","June, 17 2016 13:45:48","SPA","2006","2006","TZ","TZSC5ADTSP.ZIP","Tanzania"
"12661","Stata dataset (.dta)",1319611,"SPA Datasets",269,"TZ2006SPA","Sick Child","April, 26 2016 16:12:52","SPA","2006","2006","TZ","TZSC5ADTSR.ZIP","Tanzania"
"12662","Flat ASCII data (.dat)",249002,"SPA Datasets",269,"TZ2006SPA","Sick Child","June, 17 2016 13:45:51","SPA","2006","2006","TZ","TZSC5AFLSP.ZIP","Tanzania"
"12663","Flat ASCII data (.dat)",1350908,"SPA Datasets",269,"TZ2006SPA","Sick Child","April, 26 2016 16:12:54","SPA","2006","2006","TZ","TZSC5AFLSR.ZIP","Tanzania"
"12664","SAS dataset (.sas7bdat) ",295317,"SPA Datasets",269,"TZ2006SPA","Sick Child","September, 02 2016 12:59:50","SPA","2006","2006","TZ","TZSC5ASDSP.ZIP","Tanzania"
"12665","SAS dataset (.sas7bdat) ",1393044,"SPA Datasets",269,"TZ2006SPA","Sick Child","September, 02 2016 12:59:51","SPA","2006","2006","TZ","TZSC5ASDSR.ZIP","Tanzania"
"12666","SPSS dataset (.sav)",242019,"SPA Datasets",269,"TZ2006SPA","Sick Child","June, 17 2016 13:45:44","SPA","2006","2006","TZ","TZSC5ASVSP.ZIP","Tanzania"
"12667","SPSS dataset (.sav)",1392835,"SPA Datasets",269,"TZ2006SPA","Sick Child","April, 26 2016 16:12:47","SPA","2006","2006","TZ","TZSC5ASVSR.ZIP","Tanzania"
"12668","Stata dataset (.dta)",39017,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","June, 17 2016 13:45:48","SPA","2006","2006","TZ","TZSI5ADTSP.ZIP","Tanzania"
"12669","Stata dataset (.dta)",1138949,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","April, 26 2016 16:12:52","SPA","2006","2006","TZ","TZSI5ADTSR.ZIP","Tanzania"
"12670","Flat ASCII data (.dat)",48042,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","June, 17 2016 13:45:51","SPA","2006","2006","TZ","TZSI5AFLSP.ZIP","Tanzania"
"12671","Flat ASCII data (.dat)",1150541,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","April, 26 2016 16:12:54","SPA","2006","2006","TZ","TZSI5AFLSR.ZIP","Tanzania"
"12672","SAS dataset (.sas7bdat) ",44990,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","September, 02 2016 12:59:51","SPA","2006","2006","TZ","TZSI5ASDSP.ZIP","Tanzania"
"12673","SAS dataset (.sas7bdat) ",1145113,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","September, 02 2016 12:59:52","SPA","2006","2006","TZ","TZSI5ASDSR.ZIP","Tanzania"
"12674","SPSS dataset (.sav)",41898,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","June, 17 2016 13:45:44","SPA","2006","2006","TZ","TZSI5ASVSP.ZIP","Tanzania"
"12675","SPSS dataset (.sav)",1142211,"SPA Datasets",269,"TZ2006SPA","Sexually Transmitted Infections","April, 26 2016 16:12:47","SPA","2006","2006","TZ","TZSI5ASVSR.ZIP","Tanzania"
"12676","Stata dataset (.dta)",37188,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","June, 17 2016 13:45:49","SPA","2006","2006","TZ","TZSL5ADTSP.ZIP","Tanzania"
"12677","Stata dataset (.dta)",1134276,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","April, 26 2016 16:12:52","SPA","2006","2006","TZ","TZSL5ADTSR.ZIP","Tanzania"
"12678","Flat ASCII data (.dat)",39552,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","June, 17 2016 13:45:51","SPA","2006","2006","TZ","TZSL5AFLSP.ZIP","Tanzania"
"12679","Flat ASCII data (.dat)",1135443,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","April, 26 2016 16:12:55","SPA","2006","2006","TZ","TZSL5AFLSR.ZIP","Tanzania"
"12680","SAS dataset (.sas7bdat) ",42786,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","September, 02 2016 12:59:52","SPA","2006","2006","TZ","TZSL5ASDSP.ZIP","Tanzania"
"12681","SAS dataset (.sas7bdat) ",1140021,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","September, 02 2016 12:59:53","SPA","2006","2006","TZ","TZSL5ASDSR.ZIP","Tanzania"
"12682","SPSS dataset (.sav)",44037,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","June, 17 2016 13:45:44","SPA","2006","2006","TZ","TZSL5ASVSP.ZIP","Tanzania"
"12683","SPSS dataset (.sav)",1141164,"SPA Datasets",269,"TZ2006SPA","Staff/Provider Listing","April, 26 2016 16:12:47","SPA","2006","2006","TZ","TZSL5ASVSR.ZIP","Tanzania"
"12684","Flat ASCII data (.dat)",65936,"SPA Datasets",269,"TZ2006SPA","Laboratory","June, 17 2016 13:45:50","SPA","2006","2006","TZ","TZLB5AFLSP.ZIP","Tanzania"
"12685","Stata dataset (.dta)",1139011,"SPA Datasets",269,"TZ2006SPA","Health Information System","April, 26 2016 16:12:51","SPA","2006","2006","TZ","TZMS5ADTSR.ZIP","Tanzania"
"12686","Stata dataset (.dta)",1257037,"SPA Datasets",269,"TZ2006SPA","Outpatient/inpatient","April, 26 2016 16:12:51","SPA","2006","2006","TZ","TZOI5ADTSR.ZIP","Tanzania"
"12687","Flat ASCII data (.dat)",23267,"SPA Datasets",269,"TZ2006SPA","Unit Check List","June, 17 2016 13:45:51","SPA","2006","2006","TZ","TZCL5AFLSP.ZIP","Tanzania"
"12688","SPSS dataset (.sav)",1203397,"SPA Datasets",269,"TZ2006SPA","Family Planning","April, 26 2016 16:12:45","SPA","2006","2006","TZ","TZFP5ASVSR.ZIP","Tanzania"
"12689","Flat ASCII data (.dat)",1492948,"SPA Datasets",269,"TZ2006SPA","Facility","April, 26 2016 16:12:53","SPA","2006","2006","TZ","TZFC5AFLSR.ZIP","Tanzania"
"12690","SAS dataset (.sas7bdat) ",373295,"SPA Datasets",269,"TZ2006SPA","Facility","September, 02 2016 12:59:42","SPA","2006","2006","TZ","TZFC5ASDSP.ZIP","Tanzania"
"12691","SAS dataset (.sas7bdat) ",1510736,"SPA Datasets",269,"TZ2006SPA","Facility","September, 02 2016 12:59:42","SPA","2006","2006","TZ","TZFC5ASDSR.ZIP","Tanzania"
"12692","SPSS dataset (.sav)",319806,"SPA Datasets",269,"TZ2006SPA","Facility","June, 17 2016 13:45:43","SPA","2006","2006","TZ","TZFC5ASVSP.ZIP","Tanzania"
"12693","Stata dataset (.dta)",108328,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","June, 17 2016 13:45:46","SPA","2006","2006","TZ","TZAN5ADTSP.ZIP","Tanzania"
"12694","Stata dataset (.dta)",1204288,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","April, 26 2016 16:12:50","SPA","2006","2006","TZ","TZAN5ADTSR.ZIP","Tanzania"
"12695","Flat ASCII data (.dat)",122358,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","June, 17 2016 13:45:49","SPA","2006","2006","TZ","TZAN5AFLSP.ZIP","Tanzania"
"12696","Flat ASCII data (.dat)",1220228,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","April, 26 2016 16:12:52","SPA","2006","2006","TZ","TZAN5AFLSR.ZIP","Tanzania"
"12697","Stata dataset (.dta)",51446,"SPA Datasets",269,"TZ2006SPA","Laboratory","June, 17 2016 13:45:47","SPA","2006","2006","TZ","TZLB5ADTSP.ZIP","Tanzania"
"12698","SPSS dataset (.sav)",1168343,"SPA Datasets",269,"TZ2006SPA","Laboratory","April, 26 2016 16:12:46","SPA","2006","2006","TZ","TZLB5ASVSR.ZIP","Tanzania"
"12699","SPSS dataset (.sav)",39070,"SPA Datasets",269,"TZ2006SPA","Health Information System","June, 17 2016 13:45:43","SPA","2006","2006","TZ","TZMS5ASVSP.ZIP","Tanzania"
"12700","SAS dataset (.sas7bdat) ",133738,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","September, 02 2016 12:59:38","SPA","2006","2006","TZ","TZAN5ASDSP.ZIP","Tanzania"
"12701","SPSS dataset (.sav)",1429598,"SPA Datasets",269,"TZ2006SPA","Facility","April, 26 2016 16:12:45","SPA","2006","2006","TZ","TZFC5ASVSR.ZIP","Tanzania"
"12702","SPSS dataset (.sav)",150715,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","June, 17 2016 13:45:43","SPA","2006","2006","TZ","TZAN5ASVSP.ZIP","Tanzania"
"12703","SPSS dataset (.sav)",1235153,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","April, 26 2016 16:12:45","SPA","2006","2006","TZ","TZAN5ASVSR.ZIP","Tanzania"
"12704","Stata dataset (.dta)",28676,"SPA Datasets",269,"TZ2006SPA","ART","June, 17 2016 13:45:46","SPA","2006","2006","TZ","TZAT5ADTSP.ZIP","Tanzania"
"12705","Stata dataset (.dta)",1135246,"SPA Datasets",269,"TZ2006SPA","ART","April, 26 2016 16:12:50","SPA","2006","2006","TZ","TZAT5ADTSR.ZIP","Tanzania"
"12706","Flat ASCII data (.dat)",36616,"SPA Datasets",269,"TZ2006SPA","ART","June, 17 2016 13:45:49","SPA","2006","2006","TZ","TZAT5AFLSP.ZIP","Tanzania"
"12707","Flat ASCII data (.dat)",1147895,"SPA Datasets",269,"TZ2006SPA","ART","April, 26 2016 16:12:53","SPA","2006","2006","TZ","TZAT5AFLSR.ZIP","Tanzania"
"12708","SAS dataset (.sas7bdat) ",30614,"SPA Datasets",269,"TZ2006SPA","ART","September, 02 2016 12:59:40","SPA","2006","2006","TZ","TZAT5ASDSP.ZIP","Tanzania"
"12709","SAS dataset (.sas7bdat) ",1139240,"SPA Datasets",269,"TZ2006SPA","ART","September, 02 2016 12:59:40","SPA","2006","2006","TZ","TZAT5ASDSR.ZIP","Tanzania"
"12710","SPSS dataset (.sav)",32995,"SPA Datasets",269,"TZ2006SPA","ART","June, 17 2016 13:45:43","SPA","2006","2006","TZ","TZAT5ASVSP.ZIP","Tanzania"
"12711","SPSS dataset (.sav)",1138172,"SPA Datasets",269,"TZ2006SPA","ART","April, 26 2016 16:12:45","SPA","2006","2006","TZ","TZAT5ASVSR.ZIP","Tanzania"
"12712","Stata dataset (.dta)",21114,"SPA Datasets",269,"TZ2006SPA","Unit Check List","June, 17 2016 13:45:48","SPA","2006","2006","TZ","TZCL5ADTSP.ZIP","Tanzania"
"12713","Stata dataset (.dta)",1117381,"SPA Datasets",269,"TZ2006SPA","Unit Check List","April, 26 2016 16:12:50","SPA","2006","2006","TZ","TZCL5ADTSR.ZIP","Tanzania"
"12714","SAS dataset (.sas7bdat) ",1235877,"SPA Datasets",269,"TZ2006SPA","Antenatal Care","September, 02 2016 12:59:39","SPA","2006","2006","TZ","TZAN5ASDSR.ZIP","Tanzania"
"12715","Stata dataset (.dta)",76690,"SPA Datasets",269,"TZ2006SPA","Family Planning","June, 17 2016 13:45:47","SPA","2006","2006","TZ","TZFP5ADTSP.ZIP","Tanzania"
"12716","Stata dataset (.dta)",1183482,"SPA Datasets",269,"TZ2006SPA","Family Planning","April, 26 2016 16:12:51","SPA","2006","2006","TZ","TZFP5ADTSR.ZIP","Tanzania"
"12717","Flat ASCII data (.dat)",90375,"SPA Datasets",269,"TZ2006SPA","Family Planning","June, 17 2016 13:45:49","SPA","2006","2006","TZ","TZFP5AFLSP.ZIP","Tanzania"
"12718","Flat ASCII data (.dat)",1203118,"SPA Datasets",269,"TZ2006SPA","Family Planning","April, 26 2016 16:12:53","SPA","2006","2006","TZ","TZFP5AFLSR.ZIP","Tanzania"
"12719","SAS dataset (.sas7bdat) ",94721,"SPA Datasets",269,"TZ2006SPA","Family Planning","September, 02 2016 12:59:43","SPA","2006","2006","TZ","TZFP5ASDSP.ZIP","Tanzania"
"12720","SAS dataset (.sas7bdat) ",1206502,"SPA Datasets",269,"TZ2006SPA","Family Planning","September, 02 2016 12:59:44","SPA","2006","2006","TZ","TZFP5ASDSR.ZIP","Tanzania"
"12721","SPSS dataset (.sav)",101297,"SPA Datasets",269,"TZ2006SPA","Family Planning","June, 17 2016 13:45:43","SPA","2006","2006","TZ","TZFP5ASVSP.ZIP","Tanzania"
"12722","SPSS dataset (.sav)",43276,"SPA Datasets",269,"TZ2006SPA","VCT","June, 17 2016 13:45:43","SPA","2006","2006","TZ","TZCT5ASVSP.ZIP","Tanzania"
"12723","SPSS dataset (.sav)",1151160,"SPA Datasets",269,"TZ2006SPA","VCT","April, 26 2016 16:12:45","SPA","2006","2006","TZ","TZCT5ASVSR.ZIP","Tanzania"
"12724","Stata dataset (.dta)",281271,"SPA Datasets",269,"TZ2006SPA","Facility","June, 17 2016 13:45:47","SPA","2006","2006","TZ","TZFC5ADTSP.ZIP","Tanzania"
"12725","Stata dataset (.dta)",1419082,"SPA Datasets",269,"TZ2006SPA","Facility","April, 26 2016 16:12:50","SPA","2006","2006","TZ","TZFC5ADTSR.ZIP","Tanzania"
"12726","Flat ASCII data (.dat)",355284,"SPA Datasets",269,"TZ2006SPA","Facility","June, 17 2016 13:45:49","SPA","2006","2006","TZ","TZFC5AFLSP.ZIP","Tanzania"
"12727","Stata dataset (.dta)",37529,"SPA Datasets",269,"TZ2006SPA","VCT","June, 17 2016 13:45:47","SPA","2006","2006","TZ","TZCT5ADTSP.ZIP","Tanzania"
"12728","Stata dataset (.dta)",1147730,"SPA Datasets",269,"TZ2006SPA","VCT","April, 26 2016 16:12:50","SPA","2006","2006","TZ","TZCT5ADTSR.ZIP","Tanzania"
"12729","Flat ASCII data (.dat)",45415,"SPA Datasets",269,"TZ2006SPA","VCT","June, 17 2016 13:45:49","SPA","2006","2006","TZ","TZCT5AFLSP.ZIP","Tanzania"
"12730","Flat ASCII data (.dat)",1160165,"SPA Datasets",269,"TZ2006SPA","VCT","April, 26 2016 16:12:53","SPA","2006","2006","TZ","TZCT5AFLSR.ZIP","Tanzania"
"12731","SAS dataset (.sas7bdat) ",44042,"SPA Datasets",269,"TZ2006SPA","VCT","September, 02 2016 12:59:41","SPA","2006","2006","TZ","TZCT5ASDSP.ZIP","Tanzania"
"12732","SAS dataset (.sas7bdat) ",1157116,"SPA Datasets",269,"TZ2006SPA","VCT","September, 02 2016 12:59:41","SPA","2006","2006","TZ","TZCT5ASDSR.ZIP","Tanzania"
"12733","SPSS dataset (.sav)",1119505,"SPA Datasets",269,"TZ2006SPA","Unit Check List","April, 26 2016 16:12:45","SPA","2006","2006","TZ","TZCL5ASVSR.ZIP","Tanzania"
"12734","Flat ASCII data (.dat)",81281,"SPA Datasets",269,"TZ2006SPA","Inpatient Unit","June, 17 2016 13:45:50","SPA","2006","2006","TZ","TZIP5AFLSP.ZIP","Tanzania"
"12735","SAS dataset (.sas7bdat) ",65130,"SPA Datasets",269,"TZ2006SPA","Laboratory","September, 02 2016 12:59:45","SPA","2006","2006","TZ","TZLB5ASDSP.ZIP","Tanzania"
"12736","Flat ASCII data (.dat)",1147862,"SPA Datasets",269,"TZ2006SPA","Health Information System","April, 26 2016 16:12:54","SPA","2006","2006","TZ","TZMS5AFLSR.ZIP","Tanzania"
"12737","SAS dataset (.sas7bdat) ",1312377,"SPA Datasets",269,"TZ2006SPA","Outpatient/inpatient","September, 02 2016 12:59:46","SPA","2006","2006","TZ","TZOI5ASDSR.ZIP","Tanzania"
"12738","SAS dataset (.sas7bdat) ",22497,"SPA Datasets",269,"TZ2006SPA","Unit Check List","September, 02 2016 12:59:40","SPA","2006","2006","TZ","TZCL5ASDSP.ZIP","Tanzania"
"12739","Flat ASCII data (.dat)",36320,"GPS Datasets",304,"TZ2007AIS","Geographic Data","March, 05 2012 18:26:54","AIS","2007-08","2007","TZ","TZGE52FL.zip","Tanzania"
"12740","Hierarchical ASCII data (.dat)",173439,"HIV Datasets",304,"TZ2007AIS","HIV Test Results Recode","April, 28 2011 09:27:39","AIS","2007-08","2007","TZ","TZAR51.ZIP","Tanzania"
"12741","Stata dataset (.dta)",140504,"HIV Datasets",304,"TZ2007AIS","HIV Test Results Recode","April, 28 2011 09:27:38","AIS","2007-08","2007","TZ","TZAR51DT.ZIP","Tanzania"
"12742","Flat ASCII data (.dat)",175081,"HIV Datasets",304,"TZ2007AIS","HIV Test Results Recode","April, 28 2011 09:27:39","AIS","2007-08","2007","TZ","TZAR51FL.ZIP","Tanzania"
"12743","SAS dataset (.sas7bdat) ",177356,"HIV Datasets",304,"TZ2007AIS","HIV Test Results Recode","September, 01 2016 13:49:23","AIS","2007-08","2007","TZ","TZAR51SD.ZIP","Tanzania"
"12744","SPSS dataset (.sav)",209336,"HIV Datasets",304,"TZ2007AIS","HIV Test Results Recode","April, 28 2011 09:27:38","AIS","2007-08","2007","TZ","TZAR51SV.ZIP","Tanzania"
"12745","Stata dataset (.dta)",1143481,"Survey Datasets",304,"TZ2007AIS","Children's Recode","April, 28 2011 10:07:50","AIS","2007-08","2007","TZ","TZKR51DT.ZIP","Tanzania"
"12746","Flat ASCII data (.dat)",1347977,"Survey Datasets",304,"TZ2007AIS","Children's Recode","April, 28 2011 10:08:16","AIS","2007-08","2007","TZ","TZKR51FL.ZIP","Tanzania"
"12747","SAS dataset (.sas7bdat) ",1666181,"Survey Datasets",304,"TZ2007AIS","Children's Recode","September, 01 2016 12:37:50","AIS","2007-08","2007","TZ","TZKR51SD.ZIP","Tanzania"
"12748","SPSS dataset (.sav)",1213155,"Survey Datasets",304,"TZ2007AIS","Children's Recode","April, 28 2011 10:07:49","AIS","2007-08","2007","TZ","TZKR51SV.ZIP","Tanzania"
"12749","Hierarchical ASCII data (.dat)",6385530,"Survey Datasets",304,"TZ2007AIS","Individual Recode","April, 28 2011 10:08:10","AIS","2007-08","2007","TZ","TZIR51.ZIP","Tanzania"
"12750","Stata dataset (.dta)",4128124,"Survey Datasets",304,"TZ2007AIS","Individual Recode","April, 28 2011 10:07:41","AIS","2007-08","2007","TZ","TZIR51DT.ZIP","Tanzania"
"12751","Flat ASCII data (.dat)",4466465,"Survey Datasets",304,"TZ2007AIS","Individual Recode","April, 28 2011 10:08:15","AIS","2007-08","2007","TZ","TZIR51FL.ZIP","Tanzania"
"12752","SAS dataset (.sas7bdat) ",6303124,"Survey Datasets",304,"TZ2007AIS","Individual Recode","September, 01 2016 12:37:41","AIS","2007-08","2007","TZ","TZIR51SD.ZIP","Tanzania"
"12753","SPSS dataset (.sav)",4519781,"Survey Datasets",304,"TZ2007AIS","Individual Recode","April, 28 2011 10:07:39","AIS","2007-08","2007","TZ","TZIR51SV.ZIP","Tanzania"
"12754","Stata dataset (.dta)",2001073,"Survey Datasets",304,"TZ2007AIS","Births Recode","April, 28 2011 10:07:55","AIS","2007-08","2007","TZ","TZBR51DT.ZIP","Tanzania"
"12755","Flat ASCII data (.dat)",2294983,"Survey Datasets",304,"TZ2007AIS","Births Recode","April, 28 2011 10:08:18","AIS","2007-08","2007","TZ","TZBR51FL.ZIP","Tanzania"
"12756","SAS dataset (.sas7bdat) ",3056549,"Survey Datasets",304,"TZ2007AIS","Births Recode","September, 01 2016 12:37:10","AIS","2007-08","2007","TZ","TZBR51SD.ZIP","Tanzania"
"12757","SPSS dataset (.sav)",2142136,"Survey Datasets",304,"TZ2007AIS","Births Recode","April, 28 2011 10:07:54","AIS","2007-08","2007","TZ","TZBR51SV.ZIP","Tanzania"
"12758","Stata dataset (.dta)",2790302,"Survey Datasets",304,"TZ2007AIS","Household Recode","April, 28 2011 10:07:31","AIS","2007-08","2007","TZ","TZHR51DT.ZIP","Tanzania"
"12759","Flat ASCII data (.dat)",3086304,"Survey Datasets",304,"TZ2007AIS","Household Recode","April, 28 2011 10:08:07","AIS","2007-08","2007","TZ","TZHR51FL.ZIP","Tanzania"
"12760","SAS dataset (.sas7bdat) ",3808634,"Survey Datasets",304,"TZ2007AIS","Household Recode","September, 01 2016 12:37:23","AIS","2007-08","2007","TZ","TZHR51SD.ZIP","Tanzania"
"12761","SPSS dataset (.sav)",2945670,"Survey Datasets",304,"TZ2007AIS","Household Recode","April, 28 2011 10:07:30","AIS","2007-08","2007","TZ","TZHR51SV.ZIP","Tanzania"
"12762","Stata dataset (.dta)",1893506,"Survey Datasets",304,"TZ2007AIS","Household Member Recode","October, 23 2015 12:57:57","AIS","2007-08","2007","TZ","TZPR51DT.ZIP","Tanzania"
"12763","Flat ASCII data (.dat)",2401875,"Survey Datasets",304,"TZ2007AIS","Household Member Recode","April, 28 2011 10:08:20","AIS","2007-08","2007","TZ","TZPR51FL.ZIP","Tanzania"
"12764","SAS dataset (.sas7bdat) ",3177305,"Survey Datasets",304,"TZ2007AIS","Household Member Recode","September, 01 2016 12:38:01","AIS","2007-08","2007","TZ","TZPR51SD.ZIP","Tanzania"
"12765","SPSS dataset (.sav)",3137037,"Survey Datasets",304,"TZ2007AIS","Household Member Recode","April, 28 2011 10:08:00","AIS","2007-08","2007","TZ","TZPR51SV.ZIP","Tanzania"
"12766","Flat ASCII data (.dat)",970730,"GPS Datasets",304,"TZ2007AIS","Geospatial Covariates","September, 06 2018 16:10:00","AIS","2007-08","2007","TZ","TZGC52FL.ZIP","Tanzania"
"12767","Flat ASCII data (.dat)",932359,"GPS Datasets",345,"TZ2010DHS","Geospatial Covariates","September, 06 2018 16:10:00","DHS","2010","2010","TZ","TZGC62FL.ZIP","Tanzania"
"12768","Stata dataset (.dta)",3829353,"Survey Datasets",345,"TZ2010DHS","Household Member Recode","February, 13 2014 19:51:47","DHS","2010","2010","TZ","TZPR63DT.ZIP","Tanzania"
"12769","Flat ASCII data (.dat)",4029269,"Survey Datasets",345,"TZ2010DHS","Household Member Recode","February, 13 2014 19:52:59","DHS","2010","2010","TZ","TZPR63FL.ZIP","Tanzania"
"12770","SAS dataset (.sas7bdat) ",5251294,"Survey Datasets",345,"TZ2010DHS","Household Member Recode","September, 01 2016 12:38:02","DHS","2010","2010","TZ","TZPR63SD.ZIP","Tanzania"
"12771","SPSS dataset (.sav)",5253254,"Survey Datasets",345,"TZ2010DHS","Household Member Recode","February, 13 2014 19:51:41","DHS","2010","2010","TZ","TZPR63SV.ZIP","Tanzania"
"12772","Stata dataset (.dta)",4817008,"Survey Datasets",345,"TZ2010DHS","Household Recode","February, 13 2014 19:50:30","DHS","2010","2010","TZ","TZHR63DT.ZIP","Tanzania"
"12773","Flat ASCII data (.dat)",5052088,"Survey Datasets",345,"TZ2010DHS","Household Recode","February, 13 2014 19:52:19","DHS","2010","2010","TZ","TZHR63FL.ZIP","Tanzania"
"12774","SAS dataset (.sas7bdat) ",6218148,"Survey Datasets",345,"TZ2010DHS","Household Recode","September, 01 2016 12:37:25","DHS","2010","2010","TZ","TZHR63SD.ZIP","Tanzania"
"12775","Hierarchical ASCII data (.dat)",708121,"Survey Datasets",345,"TZ2010DHS","Men's Recode","October, 16 2014 10:30:33","DHS","2010","2010","TZ","TZMR61.ZIP","Tanzania"
"12776","Stata dataset (.dta)",621432,"Survey Datasets",345,"TZ2010DHS","Men's Recode","October, 16 2014 10:31:07","DHS","2010","2010","TZ","TZMR61DT.ZIP","Tanzania"
"12777","Flat ASCII data (.dat)",713055,"Survey Datasets",345,"TZ2010DHS","Men's Recode","August, 23 2016 14:54:49","DHS","2010","2010","TZ","TZMR61FL.ZIP","Tanzania"
"12778","SAS dataset (.sas7bdat) ",827564,"Survey Datasets",345,"TZ2010DHS","Men's Recode","September, 01 2016 12:37:56","DHS","2010","2010","TZ","TZMR61SD.ZIP","Tanzania"
"12779","SPSS dataset (.sav)",654897,"Survey Datasets",345,"TZ2010DHS","Men's Recode","October, 16 2014 10:32:37","DHS","2010","2010","TZ","TZMR61SV.ZIP","Tanzania"
"12780","Stata dataset (.dta)",4977084,"Survey Datasets",345,"TZ2010DHS","Births Recode","February, 13 2014 19:51:26","DHS","2010","2010","TZ","TZBR63DT.ZIP","Tanzania"
"12781","Flat ASCII data (.dat)",4720973,"Survey Datasets",345,"TZ2010DHS","Births Recode","February, 13 2014 19:52:52","DHS","2010","2010","TZ","TZBR63FL.ZIP","Tanzania"
"12782","SAS dataset (.sas7bdat) ",7380380,"Survey Datasets",345,"TZ2010DHS","Births Recode","September, 01 2016 12:37:13","DHS","2010","2010","TZ","TZBR63SD.ZIP","Tanzania"
"12783","SPSS dataset (.sav)",5860627,"Survey Datasets",345,"TZ2010DHS","Births Recode","February, 13 2014 19:51:21","DHS","2010","2010","TZ","TZBR63SV.ZIP","Tanzania"
"12784","Stata dataset (.dta)",1392741,"Survey Datasets",345,"TZ2010DHS","Couples' Recode","February, 13 2014 19:52:05","DHS","2010","2010","TZ","TZCR63DT.ZIP","Tanzania"
